MESA;DEPARTAMENTO;MUNICIPIO;PADRÓN;COMUNIDAD;NOMBRE DEL ESTABLECIMIENTO;UBICACIÓN/DIRECCIÓN
11463;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;ESCUELA OFICIAL URBANA MIXTA JOSE JOAQUIN PALMA ,;ALDEA NUEVO CHUATUJ NUEVO CHUATUJ
11464;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;ESCUELA OFICIAL URBANA MIXTA JOSE JOAQUIN PALMA ,;ALDEA NUEVO CHUATUJ NUEVO CHUATUJ
11465;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;ESCUELA OFICIAL URBANA MIXTA JOSE JOAQUIN PALMA ,;ALDEA NUEVO CHUATUJ NUEVO CHUATUJ
11466;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;ESCUELA OFICIAL URBANA MIXTA JOSE JOAQUIN PALMA ,;ALDEA NUEVO CHUATUJ NUEVO CHUATUJ
11467;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;ESCUELA OFICIAL URBANA MIXTA JOSE JOAQUIN PALMA ,;ALDEA NUEVO CHUATUJ NUEVO CHUATUJ
11468;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;SALON COMUNAL NUEVO CHUATUJ;ALDEA NUEVO CHUATUJ
11469;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;SALON COMUNAL NUEVO CHUATUJ;ALDEA NUEVO CHUATUJ
11470;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;SALON COMUNAL NUEVO CHUATUJ;ALDEA NUEVO CHUATUJ
11471;Quetzaltenango;Coatepeque;380;CEM - NUEVO CHUATUJ;SALON COMUNAL NUEVO CHUATUJ;ALDEA NUEVO CHUATUJ
11472;Quetzaltenango;Coatepeque;379;CEM - NUEVO CHUATUJ;SALON COMUNAL NUEVO CHUATUJ;ALDEA NUEVO CHUATUJ
11473;Quetzaltenango;Coatepeque;379;CEM - NUEVO CHUATUJ;SALON COMUNAL NUEVO CHUATUJ;ALDEA NUEVO CHUATUJ
11474;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11475;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11476;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11477;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11478;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11479;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11480;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11481;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11482;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11483;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11484;Quetzaltenango;Coatepeque;380;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11485;Quetzaltenango;Coatepeque;352;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11486;Quetzaltenango;Coatepeque;352;CEM - LAS PALMAS;ESCUELA OFICIAL RURAL MIXTA ADRIÁN RECINOS;ALDEA LAS ALDEA LAS PALMAS PALMAS
11487;Quetzaltenango;Coatepeque;380;CEM - LA FELICIDAD;ESCUELA OFICIAL RURAL MIXTA NIÑOS HEROES DE CHAPULTEPEC;ALDEA LA FELICIDAD
11488;Quetzaltenango;Coatepeque;380;CEM - LA FELICIDAD;ESCUELA OFICIAL RURAL MIXTA NIÑOS HEROES DE CHAPULTEPEC;ALDEA LA FELICIDAD
11489;Quetzaltenango;Coatepeque;380;CEM - LA FELICIDAD;ESCUELA OFICIAL RURAL MIXTA NIÑOS HEROES DE CHAPULTEPEC;ALDEA LA FELICIDAD
11490;Quetzaltenango;Coatepeque;380;CEM - LA FELICIDAD;ESCUELA OFICIAL RURAL MIXTA NIÑOS HEROES DE CHAPULTEPEC;ALDEA LA FELICIDAD
11491;Quetzaltenango;Coatepeque;380;CEM - LA FELICIDAD;ESCUELA OFICIAL RURAL MIXTA NIÑOS HEROES DE CHAPULTEPEC;ALDEA LA FELICIDAD
11492;Quetzaltenango;Coatepeque;380;CEM - LA FELICIDAD;INSTITUTO NACIONAL DE EDUCACION BASICA POR;ALDEA LA FELICIDAD COOPERATIVA LA FELICIDAD
11493;Quetzaltenango;Coatepeque;221;CEM - LA FELICIDAD;INSTITUTO NACIONAL DE EDUCACION BASICA POR;ALDEA LA FELICIDAD COOPERATIVA LA FELICIDAD
11494;Quetzaltenango;Coatepeque;220;CEM - LA FELICIDAD;INSTITUTO NACIONAL DE EDUCACION BASICA POR;ALDEA LA FELICIDAD COOPERATIVA LA FELICIDAD
11495;Quetzaltenango;Coatepeque;380;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11496;Quetzaltenango;Coatepeque;380;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11497;Quetzaltenango;Coatepeque;380;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11498;Quetzaltenango;Coatepeque;380;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11499;Quetzaltenango;Coatepeque;380;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11500;Quetzaltenango;Coatepeque;380;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11501;Quetzaltenango;Coatepeque;380;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11502;Quetzaltenango;Coatepeque;380;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11503;Quetzaltenango;Coatepeque;220;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11504;Quetzaltenango;Coatepeque;219;CEM - LA UNION;ESCUELA OFICIAL RURAL MIXTA RAMON CAMPOLLO LOPEZ;ALDEA LA UNION ALDEA LA UNIÓN
11505;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA SAN VICENTE PACAYA;ALDEA SAN VICENTE PACAYA
11506;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA SAN VICENTE PACAYA;ALDEA SAN VICENTE PACAYA
11507;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA SAN VICENTE PACAYA;ALDEA SAN VICENTE PACAYA
11508;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA SAN VICENTE PACAYA;ALDEA SAN VICENTE PACAYA
11509;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA SAN VICENTE PACAYA;ALDEA SAN VICENTE PACAYA
11510;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA SAN VICENTE PACAYA;ALDEA SAN VICENTE PACAYA
11511;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;ESCUELA OFICIAL RURAL MIXTA SAN VICENTE PACAYA;ALDEA SAN VICENTE PACAYA
11512;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;INSTITUTO NACIONAL DE EDUCACION BASICA POR;ALDEA SAN VICENTE PACAYA COOPERATIVA SAN VICENTE PACAYA
11513;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;INSTITUTO NACIONAL DE EDUCACION BASICA POR;ALDEA SAN VICENTE PACAYA COOPERATIVA SAN VICENTE PACAYA
11514;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;INSTITUTO NACIONAL DE EDUCACION BASICA POR;ALDEA SAN VICENTE PACAYA COOPERATIVA SAN VICENTE PACAYA
11515;Quetzaltenango;Coatepeque;380;CEM - SAN VICENTE PACAYA;INSTITUTO NACIONAL DE EDUCACION BASICA POR;ALDEA SAN VICENTE PACAYA COOPERATIVA SAN VICENTE PACAYA
11516;Quetzaltenango;Coatepeque;324;CEM - SAN VICENTE PACAYA;INSTITUTO NACIONAL DE EDUCACION BASICA POR;ALDEA SAN VICENTE PACAYA COOPERATIVA SAN VICENTE PACAYA
11517;Quetzaltenango;Coatepeque;323;CEM - SAN VICENTE PACAYA;INSTITUTO NACIONAL DE EDUCACION BASICA POR;ALDEA SAN VICENTE PACAYA COOPERATIVA SAN VICENTE PACAYA
11518;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11519;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11520;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11521;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11522;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11523;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11524;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11525;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11526;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11527;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11528;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11529;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11530;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11531;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11532;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11533;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11534;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11535;Quetzaltenango;Coatepeque;380;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11536;Quetzaltenango;Coatepeque;263;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11537;Quetzaltenango;Coatepeque;263;CEM - SAN RAFAEL PACAYA II;ESCUELA OFICIAL RURAL MIXTA SAN RAFAEL PACAYA II;ALDEA SAN RAFAEL PACAYA II
11538;Quetzaltenango;Coatepeque;380;CEM - SANTA MARIA NARANJO;ESCUELA OFICIAL RURAL MIXTA;ALDEA SANTA MARÍA NARANJO ALDEA SANTA MARIA EL NARANJO
11539;Quetzaltenango;Coatepeque;380;CEM - SANTA MARIA NARANJO;ESCUELA OFICIAL RURAL MIXTA;ALDEA SANTA MARÍA NARANJO ALDEA SANTA MARIA EL NARANJO
11540;Quetzaltenango;Coatepeque;380;CEM - SANTA MARIA NARANJO;ESCUELA OFICIAL RURAL MIXTA;ALDEA SANTA MARÍA NARANJO ALDEA SANTA MARIA EL NARANJO
11541;Quetzaltenango;Coatepeque;380;CEM - SANTA MARIA NARANJO;ESCUELA OFICIAL RURAL MIXTA;ALDEA SANTA MARÍA NARANJO ALDEA SANTA MARIA EL NARANJO
11542;Quetzaltenango;Coatepeque;380;CEM - SANTA MARIA NARANJO;ESCUELA OFICIAL RURAL MIXTA;ALDEA SANTA MARÍA NARANJO ALDEA SANTA MARIA EL NARANJO
11543;Quetzaltenango;Coatepeque;380;CEM - SANTA MARIA NARANJO;ESCUELA OFICIAL RURAL MIXTA;ALDEA SANTA MARÍA NARANJO ALDEA SANTA MARIA EL NARANJO
11544;Quetzaltenango;Coatepeque;380;CEM - SANTA MARIA NARANJO;ESCUELA OFICIAL RURAL MIXTA;ALDEA SANTA MARÍA NARANJO ALDEA SANTA MARIA EL NARANJO
11545;Quetzaltenango;Coatepeque;193;CEM - SANTA MARIA NARANJO;ESCUELA OFICIAL RURAL MIXTA;ALDEA SANTA MARÍA NARANJO ALDEA SANTA MARIA EL NARANJO
11546;Quetzaltenango;Coatepeque;193;CEM - SANTA MARIA NARANJO;ESCUELA OFICIAL RURAL MIXTA;ALDEA SANTA MARÍA NARANJO ALDEA SANTA MARIA EL NARANJO
11547;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;COLEGIO PRIVADO MIXTO JERUSALEM;3 AVENIDA 10-40 COLONIA SANTA ELENA
11548;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;COLEGIO PRIVADO MIXTO JERUSALEM;3 AVENIDA 10-40 COLONIA SANTA ELENA
11549;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;COLEGIO PRIVADO MIXTO JERUSALEM;3 AVENIDA 10-40 COLONIA SANTA ELENA
11550;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;COLEGIO PRIVADO MIXTO JERUSALEM;3 AVENIDA 10-40 COLONIA SANTA ELENA
11551;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;COLEGIO PRIVADO MIXTO JERUSALEM;3 AVENIDA 10-40 COLONIA SANTA ELENA
11552;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;COLEGIO PRIVADO MIXTO JERUSALEM;3 AVENIDA 10-40 COLONIA SANTA ELENA
11553;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;COLEGIO PRIVADO MIXTO JERUSALEM;3 AVENIDA 10-40 COLONIA SANTA ELENA
11554;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;ESCUELA OFICIAL MIXTA INOCENCIA LÓPEZ DE CAMPOLLO;7 AVENIDA 9-12 BARRIO GUADALUPE
11555;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;ESCUELA OFICIAL MIXTA INOCENCIA LÓPEZ DE CAMPOLLO;7 AVENIDA 9-12 BARRIO GUADALUPE
11556;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;ESCUELA OFICIAL MIXTA INOCENCIA LÓPEZ DE CAMPOLLO;7 AVENIDA 9-12 BARRIO GUADALUPE
11557;Quetzaltenango;Coatepeque;600;CABECERA MUNICIPAL;ESCUELA OFICIAL MIXTA INOCENCIA LÓPEZ DE CAMPOLLO;7 AVENIDA 9-12 BARRIO GUADALUPE
11558;Quetzaltenango;Coatepeque;586;CABECERA MUNICIPAL;ESCUELA OFICIAL MIXTA INOCENCIA LÓPEZ DE CAMPOLLO;7 AVENIDA 9-12 BARRIO GUADALUPE
11559;Quetzaltenango;Coatepeque;585;CABECERA MUNICIPAL;ESCUELA OFICIAL MIXTA INOCENCIA LÓPEZ DE CAMPOLLO;7 AVENIDA 9-12 BARRIO GUADALUPE
11560;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11561;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11562;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11563;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11564;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11565;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11566;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11567;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11568;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11569;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11570;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11571;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11572;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11573;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11574;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;ESCUELA CRISTOBAL COLÓN GÉNOVA;CABECERA MUNICIPAL
11575;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA INSTITUTO;CABECERA MUNICIPAL NACIONAL DE EDUCACION BASICA JUAN JOSÉ TELLEZ
11576;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA INSTITUTO;CABECERA MUNICIPAL NACIONAL DE EDUCACION BASICA JUAN JOSÉ TELLEZ
11577;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA INSTITUTO;CABECERA MUNICIPAL NACIONAL DE EDUCACION BASICA JUAN JOSÉ TELLEZ
11578;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA INSTITUTO;CABECERA MUNICIPAL NACIONAL DE EDUCACION BASICA JUAN JOSÉ TELLEZ
11579;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA INSTITUTO;CABECERA MUNICIPAL NACIONAL DE EDUCACION BASICA JUAN JOSÉ TELLEZ
11580;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA INSTITUTO;CABECERA MUNICIPAL NACIONAL DE EDUCACION BASICA JUAN JOSÉ TELLEZ
11581;Quetzaltenango;Génova;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA INSTITUTO;CABECERA MUNICIPAL NACIONAL DE EDUCACION BASICA JUAN JOSÉ TELLEZ
11582;Quetzaltenango;Génova;280;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA INSTITUTO;CABECERA MUNICIPAL NACIONAL DE EDUCACION BASICA JUAN JOSÉ TELLEZ
11583;Quetzaltenango;Génova;280;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA INSTITUTO;CABECERA MUNICIPAL NACIONAL DE EDUCACION BASICA JUAN JOSÉ TELLEZ
11584;Quetzaltenango;Génova;380;"CEM - EL REPOSO, SECTOR ""A""";ESCUELA OFICIAL RURAL MIXTA PARCELAMIENTO EL REPOSO SECTOR A;PARCELAMIENTO EL REPOSO SECTOR A
11585;Quetzaltenango;Génova;380;"CEM - EL REPOSO, SECTOR ""A""";ESCUELA OFICIAL RURAL MIXTA PARCELAMIENTO EL REPOSO SECTOR A;PARCELAMIENTO EL REPOSO SECTOR A
11586;Quetzaltenango;Génova;380;"CEM - EL REPOSO, SECTOR ""A""";ESCUELA OFICIAL RURAL MIXTA PARCELAMIENTO EL REPOSO SECTOR A;PARCELAMIENTO EL REPOSO SECTOR A
11587;Quetzaltenango;Génova;380;"CEM - EL REPOSO, SECTOR ""A""";ESCUELA OFICIAL RURAL MIXTA PARCELAMIENTO EL REPOSO SECTOR A;PARCELAMIENTO EL REPOSO SECTOR A
11588;Quetzaltenango;Génova;380;"CEM - EL REPOSO, SECTOR ""A""";ESCUELA OFICIAL RURAL MIXTA PARCELAMIENTO EL REPOSO SECTOR A;PARCELAMIENTO EL REPOSO SECTOR A
11589;Quetzaltenango;Génova;215;"CEM - EL REPOSO, SECTOR ""A""";ESCUELA OFICIAL RURAL MIXTA PARCELAMIENTO EL REPOSO SECTOR A;PARCELAMIENTO EL REPOSO SECTOR A
11590;Quetzaltenango;Génova;214;"CEM - EL REPOSO, SECTOR ""A""";ESCUELA OFICIAL RURAL MIXTA PARCELAMIENTO EL REPOSO SECTOR A;PARCELAMIENTO EL REPOSO SECTOR A
11591;Quetzaltenango;Génova;380;CEM - LA PAZ;ESCUELA OFICIAL RURAL MIXTA;ALDEA BOLIVAR ALDEA BOLIVAR
11592;Quetzaltenango;Génova;380;CEM - LA PAZ;ESCUELA OFICIAL RURAL MIXTA;ALDEA BOLIVAR ALDEA BOLIVAR
11593;Quetzaltenango;Génova;380;CEM - LA PAZ;ESCUELA OFICIAL RURAL MIXTA;ALDEA BOLIVAR ALDEA BOLIVAR
11594;Quetzaltenango;Génova;315;CEM - LA PAZ;ESCUELA OFICIAL RURAL MIXTA;ALDEA BOLIVAR ALDEA BOLIVAR
11595;Quetzaltenango;Génova;315;CEM - LA PAZ;ESCUELA OFICIAL RURAL MIXTA;ALDEA BOLIVAR ALDEA BOLIVAR
11596;Quetzaltenango;Génova;380;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11597;Quetzaltenango;Génova;380;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11598;Quetzaltenango;Génova;380;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11599;Quetzaltenango;Génova;380;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11600;Quetzaltenango;Génova;380;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11601;Quetzaltenango;Génova;380;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11602;Quetzaltenango;Génova;380;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11603;Quetzaltenango;Génova;380;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11604;Quetzaltenango;Génova;195;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11605;Quetzaltenango;Génova;195;CEM - MORAZAN;ESCUELA OFICIAL RURAL MIXTA;ALDEA MORAZÁN ALDEA MORAZÁN
11606;Quetzaltenango;Génova;380;CEM - SAN MIGUELITO O SAN MIGUEL;ESCUELA OFICIAL RURAL MIXTA;ALDEA SAN MIGUELITO O SAN ALDEA SAN MIGUELITO O SAN MIGUEL MIGUEL
11607;Quetzaltenango;Génova;380;CEM - SAN MIGUELITO O SAN MIGUEL;ESCUELA OFICIAL RURAL MIXTA;ALDEA SAN MIGUELITO O SAN ALDEA SAN MIGUELITO O SAN MIGUEL MIGUEL
11608;Quetzaltenango;Génova;380;CEM - SAN MIGUELITO O SAN MIGUEL;ESCUELA OFICIAL RURAL MIXTA;ALDEA SAN MIGUELITO O SAN ALDEA SAN MIGUELITO O SAN MIGUEL MIGUEL
11609;Quetzaltenango;Génova;380;CEM - SAN MIGUELITO O SAN MIGUEL;ESCUELA OFICIAL RURAL MIXTA;ALDEA SAN MIGUELITO O SAN ALDEA SAN MIGUELITO O SAN MIGUEL MIGUEL
